payment_id,order_id,transaction_reference,payment_method,payment_status,amount,currency,installments,provider,authorized_at,paid_at,refunded_amount,failure_code,failure_reason,created_at,updated_at
697,1046,SIM-783ef29c039c4b45a25bc6c5a7e358d8-76,BOLETO,APPROVED,278.49,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
698,2601,SIM-783ef29c039c4b45a25bc6c5a7e358d8-77,CREDIT_CARD,APPROVED,371.32,BRL,2,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
699,2312,SIM-783ef29c039c4b45a25bc6c5a7e358d8-78,CREDIT_CARD,APPROVED,275.30,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
700,1448,SIM-783ef29c039c4b45a25bc6c5a7e358d8-79,PIX,APPROVED,127.80,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
701,2210,SIM-783ef29c039c4b45a25bc6c5a7e358d8-80,PIX,CANCELLED,672.26,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
702,456,SIM-783ef29c039c4b45a25bc6c5a7e358d8-81,PIX,APPROVED,68.79,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
703,2323,SIM-783ef29c039c4b45a25bc6c5a7e358d8-82,CREDIT_CARD,APPROVED,168.80,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
704,2449,SIM-783ef29c039c4b45a25bc6c5a7e358d8-83,PIX,PENDING,272.68,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
705,3440,SIM-783ef29c039c4b45a25bc6c5a7e358d8-84,PIX,APPROVED,449.50,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
706,3295,SIM-783ef29c039c4b45a25bc6c5a7e358d8-85,PIX,PENDING,260.38,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
707,2899,SIM-783ef29c039c4b45a25bc6c5a7e358d8-86,BOLETO,APPROVED,218.44,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
708,578,SIM-783ef29c039c4b45a25bc6c5a7e358d8-87,PIX,APPROVED,61.31,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
709,3093,SIM-783ef29c039c4b45a25bc6c5a7e358d8-88,DEBIT_CARD,APPROVED,89.60,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
710,2675,SIM-783ef29c039c4b45a25bc6c5a7e358d8-89,CREDIT_CARD,APPROVED,764.92,BRL,6,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
711,2419,SIM-783ef29c039c4b45a25bc6c5a7e358d8-90,PIX,PENDING,315.70,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
712,2495,SIM-783ef29c039c4b45a25bc6c5a7e358d8-91,PIX,CANCELLED,395.92,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
713,891,SIM-783ef29c039c4b45a25bc6c5a7e358d8-92,PIX,APPROVED,208.80,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
714,1188,SIM-783ef29c039c4b45a25bc6c5a7e358d8-93,BOLETO,APPROVED,83.00,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
715,482,SIM-783ef29c039c4b45a25bc6c5a7e358d8-94,PIX,APPROVED,95.14,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
716,3556,SIM-783ef29c039c4b45a25bc6c5a7e358d8-95,CREDIT_CARD,APPROVED,348.40,BRL,2,sim_gateway_aurora,2026-09-07T18:01:15.650470Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
717,3431,SIM-783ef29c039c4b45a25bc6c5a7e358d8-96,PIX,APPROVED,287.79,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
718,687,SIM-783ef29c039c4b45a25bc6c5a7e358d8-97,CREDIT_CARD,PENDING,1938.50,BRL,6,sim_gateway_integra,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
719,3710,SIM-783ef29c039c4b45a25bc6c5a7e358d8-98,BOLETO,APPROVED,99.00,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
720,3689,SIM-783ef29c039c4b45a25bc6c5a7e358d8-99,CREDIT_CARD,APPROVED,233.82,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
721,711,SIM-783ef29c039c4b45a25bc6c5a7e358d8-100,BOLETO,APPROVED,105.81,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
722,2408,SIM-783ef29c039c4b45a25bc6c5a7e358d8-101,CREDIT_CARD,APPROVED,84.41,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
723,805,SIM-783ef29c039c4b45a25bc6c5a7e358d8-102,PIX,APPROVED,485.10,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
724,1700,SIM-783ef29c039c4b45a25bc6c5a7e358d8-103,PIX,APPROVED,74.66,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
725,2444,SIM-783ef29c039c4b45a25bc6c5a7e358d8-104,CREDIT_CARD,APPROVED,443.45,BRL,3,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
726,2578,SIM-783ef29c039c4b45a25bc6c5a7e358d8-105,BOLETO,APPROVED,157.30,BRL,1,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
727,571,SIM-783ef29c039c4b45a25bc6c5a7e358d8-106,PIX,APPROVED,214.80,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
728,1819,SIM-783ef29c039c4b45a25bc6c5a7e358d8-107,PIX,APPROVED,118.08,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
729,2865,SIM-783ef29c039c4b45a25bc6c5a7e358d8-108,PIX,APPROVED,1465.08,BRL,1,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
730,570,SIM-783ef29c039c4b45a25bc6c5a7e358d8-109,CREDIT_CARD,APPROVED,342.84,BRL,3,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
731,1937,SIM-783ef29c039c4b45a25bc6c5a7e358d8-110,CREDIT_CARD,PENDING,181.41,BRL,6,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
732,3400,SIM-783ef29c039c4b45a25bc6c5a7e358d8-111,CREDIT_CARD,APPROVED,270.51,BRL,3,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
733,1499,SIM-783ef29c039c4b45a25bc6c5a7e358d8-112,PIX,APPROVED,417.30,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
734,1637,SIM-783ef29c039c4b45a25bc6c5a7e358d8-113,CREDIT_CARD,APPROVED,465.10,BRL,3,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
735,3084,SIM-783ef29c039c4b45a25bc6c5a7e358d8-114,PIX,APPROVED,63.60,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
736,3716,SIM-783ef29c039c4b45a25bc6c5a7e358d8-115,CREDIT_CARD,APPROVED,1525.50,BRL,3,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
737,1053,SIM-783ef29c039c4b45a25bc6c5a7e358d8-116,PIX,APPROVED,304.31,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
738,798,SIM-783ef29c039c4b45a25bc6c5a7e358d8-117,CREDIT_CARD,APPROVED,206.49,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
739,1275,SIM-783ef29c039c4b45a25bc6c5a7e358d8-118,CREDIT_CARD,APPROVED,54.66,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
740,3204,SIM-783ef29c039c4b45a25bc6c5a7e358d8-119,PIX,PENDING,219.19,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
741,3854,SIM-783ef29c039c4b45a25bc6c5a7e358d8-120,PIX,APPROVED,85.43,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
742,1966,SIM-783ef29c039c4b45a25bc6c5a7e358d8-121,PIX,APPROVED,229.99,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
743,491,SIM-783ef29c039c4b45a25bc6c5a7e358d8-122,PIX,APPROVED,1054.32,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
744,3358,SIM-783ef29c039c4b45a25bc6c5a7e358d8-123,PIX,CANCELLED,247.21,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
745,2980,SIM-783ef29c039c4b45a25bc6c5a7e358d8-124,CREDIT_CARD,APPROVED,500.09,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
746,2017,SIM-783ef29c039c4b45a25bc6c5a7e358d8-125,PIX,APPROVED,536.96,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
747,1345,SIM-783ef29c039c4b45a25bc6c5a7e358d8-126,PIX,APPROVED,448.75,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
748,1364,SIM-783ef29c039c4b45a25bc6c5a7e358d8-127,BOLETO,APPROVED,204.04,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
749,301,SIM-783ef29c039c4b45a25bc6c5a7e358d8-128,PIX,APPROVED,184.81,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
750,2600,SIM-783ef29c039c4b45a25bc6c5a7e358d8-129,CREDIT_CARD,PENDING,115.43,BRL,2,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
751,2666,SIM-783ef29c039c4b45a25bc6c5a7e358d8-130,BOLETO,APPROVED,1146.99,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
752,2265,SIM-783ef29c039c4b45a25bc6c5a7e358d8-131,CREDIT_CARD,APPROVED,150.00,BRL,6,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
753,3758,SIM-783ef29c039c4b45a25bc6c5a7e358d8-132,PIX,APPROVED,214.66,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
754,3148,SIM-783ef29c039c4b45a25bc6c5a7e358d8-133,PIX,APPROVED,90.21,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
755,1932,SIM-783ef29c039c4b45a25bc6c5a7e358d8-134,BOLETO,APPROVED,294.79,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
756,1190,SIM-783ef29c039c4b45a25bc6c5a7e358d8-135,PIX,APPROVED,95.60,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
757,2180,SIM-783ef29c039c4b45a25bc6c5a7e358d8-136,BOLETO,APPROVED,109.81,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
758,2281,SIM-783ef29c039c4b45a25bc6c5a7e358d8-137,PIX,PENDING,892.06,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
759,547,SIM-783ef29c039c4b45a25bc6c5a7e358d8-138,PIX,PENDING,717.48,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
760,3694,SIM-783ef29c039c4b45a25bc6c5a7e358d8-139,CREDIT_CARD,APPROVED,83.23,BRL,6,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
761,3894,SIM-783ef29c039c4b45a25bc6c5a7e358d8-140,PIX,PENDING,440.37,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
762,2555,SIM-783ef29c039c4b45a25bc6c5a7e358d8-141,PIX,APPROVED,218.81,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
763,302,SIM-783ef29c039c4b45a25bc6c5a7e358d8-142,PIX,APPROVED,703.29,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
764,1338,SIM-783ef29c039c4b45a25bc6c5a7e358d8-143,BOLETO,APPROVED,882.49,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
765,944,SIM-783ef29c039c4b45a25bc6c5a7e358d8-144,CREDIT_CARD,PENDING,467.31,BRL,2,sim_gateway_integra,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
766,2397,SIM-783ef29c039c4b45a25bc6c5a7e358d8-145,CREDIT_CARD,APPROVED,1519.90,BRL,6,sim_gateway_horizonte,2026-09-07T18:01:16.040175Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
767,874,SIM-783ef29c039c4b45a25bc6c5a7e358d8-146,CREDIT_CARD,APPROVED,1062.90,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
768,1327,SIM-783ef29c039c4b45a25bc6c5a7e358d8-147,PIX,APPROVED,119.52,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
769,2705,SIM-783ef29c039c4b45a25bc6c5a7e358d8-148,PIX,APPROVED,445.96,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
770,3711,SIM-783ef29c039c4b45a25bc6c5a7e358d8-149,PIX,APPROVED,58.39,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
771,1452,SIM-783ef29c039c4b45a25bc6c5a7e358d8-150,DEBIT_CARD,APPROVED,1216.87,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
772,3259,SIM-783ef29c039c4b45a25bc6c5a7e358d8-151,CREDIT_CARD,APPROVED,255.79,BRL,6,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
773,827,SIM-783ef29c039c4b45a25bc6c5a7e358d8-152,CREDIT_CARD,APPROVED,512.45,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
774,382,SIM-783ef29c039c4b45a25bc6c5a7e358d8-153,PIX,APPROVED,189.53,BRL,1,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
775,2984,SIM-783ef29c039c4b45a25bc6c5a7e358d8-154,CREDIT_CARD,APPROVED,68.18,BRL,2,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
776,2942,SIM-783ef29c039c4b45a25bc6c5a7e358d8-155,CREDIT_CARD,APPROVED,1279.06,BRL,2,sim_gateway_horizonte,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
777,1797,SIM-783ef29c039c4b45a25bc6c5a7e358d8-156,CREDIT_CARD,APPROVED,403.11,BRL,3,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
778,1444,SIM-783ef29c039c4b45a25bc6c5a7e358d8-157,CREDIT_CARD,APPROVED,1966.26,BRL,6,sim_gateway_integra,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
779,3491,SIM-783ef29c039c4b45a25bc6c5a7e358d8-158,PIX,PENDING,92.98,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
780,372,SIM-783ef29c039c4b45a25bc6c5a7e358d8-159,PIX,APPROVED,168.37,BRL,1,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
781,3386,SIM-783ef29c039c4b45a25bc6c5a7e358d8-160,CREDIT_CARD,APPROVED,55.15,BRL,6,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
782,2048,SIM-783ef29c039c4b45a25bc6c5a7e358d8-161,PIX,APPROVED,1340.08,BRL,1,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
783,2682,SIM-783ef29c039c4b45a25bc6c5a7e358d8-162,CREDIT_CARD,APPROVED,154.17,BRL,3,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
784,4015,SIM-783ef29c039c4b45a25bc6c5a7e358d8-163,CREDIT_CARD,APPROVED,1411.32,BRL,2,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
785,537,SIM-783ef29c039c4b45a25bc6c5a7e358d8-164,CREDIT_CARD,APPROVED,245.50,BRL,3,sim_gateway_horizonte,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
786,1530,SIM-783ef29c039c4b45a25bc6c5a7e358d8-165,PIX,PENDING,474.20,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
787,340,SIM-783ef29c039c4b45a25bc6c5a7e358d8-166,CREDIT_CARD,APPROVED,102.28,BRL,6,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
788,2012,SIM-783ef29c039c4b45a25bc6c5a7e358d8-167,CREDIT_CARD,APPROVED,235.40,BRL,6,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
789,3732,SIM-783ef29c039c4b45a25bc6c5a7e358d8-168,CREDIT_CARD,APPROVED,596.89,BRL,6,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
790,3765,SIM-783ef29c039c4b45a25bc6c5a7e358d8-169,CREDIT_CARD,APPROVED,1026.73,BRL,2,sim_gateway_aurora,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
791,1476,SIM-783ef29c039c4b45a25bc6c5a7e358d8-170,PIX,APPROVED,149.78,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
792,2955,SIM-783ef29c039c4b45a25bc6c5a7e358d8-171,PIX,APPROVED,452.97,BRL,1,sim_gateway_integra,2026-09-07T18:01:16.074436Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
793,975,SIM-783ef29c039c4b45a25bc6c5a7e358d8-172,PIX,PENDING,931.29,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
794,2678,SIM-783ef29c039c4b45a25bc6c5a7e358d8-173,BOLETO,APPROVED,373.84,BRL,1,sim_gateway_aurora,2026-09-07T18:01:15.650470Z,2026-09-07T18:01:19.943004Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
795,290,SIM-783ef29c039c4b45a25bc6c5a7e358d8-174,PIX,APPROVED,541.75,BRL,1,sim_gateway_aurora,2026-09-07T17:59:55.820833Z,2026-09-07T18:00:55.820833Z,0.00,,,2026-09-07T18:01:19.943004Z,2026-09-07T18:01:19.943004Z
