tracking_id,order_id,shipment_id,tracking_code,carrier,service_level,status,event_description,city,state,country_code,estimated_delivery_at,occurred_at,created_at,updated_at
316,914,914,SIM000000000914,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:27.984725Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
317,611,611,SIM000000000611,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Natal,RN,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:25.911919Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
318,2287,2287,SIM000000002287,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Teresina,PI,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:34.054383Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
319,3014,3014,SIM000000003014,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Manaus,AM,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:36.775023Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
320,1039,1039,SIM000000001039,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio de Janeiro,RJ,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.600598Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
321,3311,3311,SIM000000003311,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Macapá,AP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.858007Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
322,2089,2089,SIM000000002089,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Brasília,DF,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.254484Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
323,348,348,SIM000000000348,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,João Pessoa,PB,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:24.869928Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
324,1494,1494,SIM000000001494,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Maceió,AL,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.885993Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
325,2997,2997,SIM000000002997,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Rio Branco,AC,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:36.693775Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
326,2711,2711,SIM000000002711,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Fortaleza,CE,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:35.496567Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
327,987,987,SIM000000000987,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Recife,PE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:28.371856Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
328,1688,1688,SIM000000001688,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Aracaju,SE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.845969Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
329,3684,3684,SIM000000003684,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Palmas,TO,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:40.060410Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
330,1373,1373,SIM000000001373,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Porto Velho,RO,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:30.383658Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
331,1698,1698,SIM000000001698,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Fortaleza,CE,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:31.883542Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
332,3896,3896,SIM000000003896,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Curitiba,PR,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:40.865246Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
333,2728,2728,SIM000000002728,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,São Paulo,SP,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:35.549211Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
334,2037,2037,SIM000000002037,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Boa Vista,RR,BR,2026-09-12T17:59:55.820833Z,2026-09-13T19:22:33.074068Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
335,3093,3093,SIM000000003093,Transportes Simulados Brasil,standard,SHIPPED,Remessa despachada,Vitória,ES,BR,2026-09-12T18:01:16.074436Z,2026-09-13T19:22:37.042961Z,2026-09-13T19:25:35.131889Z,2026-09-13T19:25:35.131889Z
